customer_id,company_id,customer_name,email,cpf,birth_date,phone,role,created_at
CUST00179,COMP00011,Emanuel Rodrigues,bruno35@example.org,844.534.180-65,1963-10-11,+55 51 5680 4420,IT_MANAGER,2023-12-21 00:00:00
CUST00180,COMP00024,Milena Novais,gabrielmartins@example.org,658.400.428-23,1992-12-30,+55 84 1003 2365,OWNER,2022-01-06 00:00:00
CUST00181,COMP00042,Antonella Pacheco,dom01@example.org,776.402.413-67,1997-01-14,(031) 2151-0702,IT_MANAGER,2024-08-11 00:00:00
CUST00182,COMP00092,Marina Silveira,bmonteiro@example.com,536.270.806-66,1988-01-18,+55 (051) 5324-4720,OPERATOR,2020-12-20 00:00:00
CUST00183,COMP00058,Isabelly Ramos,melina68@example.com,143.844.990-55,1962-07-15,+55 84 6263-8380,IT_MANAGER,2025-11-15 00:00:00
CUST00184,COMP00056,Maria Alice Mendes,kferreira@example.net,381.754.910-17,1973-03-22,+55 81 2059-3040,OWNER,2022-09-21 00:00:00
CUST00185,COMP00086,Vitória Fogaça,liambrito@example.org,752.515.472-75,1986-12-20,+55 81 8039-6522,MANAGER,2021-07-12 00:00:00
CUST00186,COMP00004,Liam Sousa,benjamin59@example.net,246.969.722-96,1965-11-11,+55 (071) 7842-7010,FINANCIAL,2021-02-10 00:00:00
CUST00187,COMP00005,Henry Almeida,vabreu@example.net,229.168.341-92,1968-04-18,+55 81 5250 0292,OPERATOR,2023-06-24 00:00:00
CUST00188,COMP00047,Vinicius Fonseca,freitasisabela@example.net,492.680.133-87,1964-03-06,(031) 5226 7528,MANAGER,2025-06-13 00:00:00
CUST00189,COMP00087,Dra. Maria Alice Câmara,gabrieladas-neves@example.net,560.479.480-66,1988-04-06,+55 81 2096 9029,OWNER,2021-09-23 00:00:00
CUST00190,COMP00074,Sr. Cauã Monteiro,biancasouza@example.org,240.642.475-60,1969-10-17,(051) 2157 0433,OPERATOR,2024-04-29 00:00:00
CUST00191,COMP00084,Srta. Marcela da Cunha,silveiraalexandre@example.org,385.355.216-13,1975-11-10,84 2676 5861,MANAGER,2024-06-20 00:00:00
CUST00192,COMP00064,Heloisa Castro,zbarbosa@example.org,630.496.675-25,1972-02-16,(051) 4115 2621,OPERATOR,2021-10-13 00:00:00
CUST00193,COMP00100,Ayla Fernandes,bsantos@example.com,366.820.556-37,1998-09-05,+55 (041) 9620-1533,IT_MANAGER,2025-05-16 00:00:00
CUST00194,COMP00037,Ágatha da Luz,ana-cecilia31@example.org,810.602.304-25,1976-02-23,81 7205-0614,MANAGER,2022-04-08 00:00:00
CUST00195,COMP00010,Pietra Costa,alvesnoah@example.org,562.276.830-66,1986-03-15,+55 21 7146 7741,OWNER,2021-06-01 00:00:00
CUST00196,COMP00088,Ísis Gomes,estergarcia@example.com,965.427.783-54,1967-09-08,+55 (061) 4774 3490,OWNER,2022-01-02 00:00:00
CUST00197,COMP00071,Calebe Barros,vitoria69@example.org,655.397.407-30,1982-09-25,51 8687 9374,MANAGER,2021-03-15 00:00:00
CUST00198,COMP00047,Miguel Silva,montenegropietra@example.net,620.329.224-35,1987-10-25,0900-217-2233,MANAGER,2025-06-13 00:00:00
CUST00199,COMP00031,Asafe Lima,rodriguesluara@example.org,909.605.126-56,2000-12-04,+55 (011) 9451-1686,IT_MANAGER,2021-04-09 00:00:00
CUST00200,COMP00074,Lunna da Mota,yalbuquerque@example.net,477.578.922-80,1985-07-31,41 6162-2999,MANAGER,2024-04-29 00:00:00
CUST00201,COMP00079,Cauê Nunes,vianaallana@example.net,188.167.416-60,1996-02-14,81 4679 9702,FINANCIAL,2023-03-28 00:00:00
CUST00202,COMP00068,Nathan Casa Grande,zandrade@example.com,520.887.519-83,1988-05-07,+55 (071) 7450 5444,OWNER,2023-01-25 00:00:00
CUST00203,COMP00017,Beatriz da Conceição,ana-clarasouza@example.com,424.757.175-67,1991-10-09,(061) 4691 3736,FINANCIAL,2023-03-21 00:00:00
CUST00204,COMP00088,Sra. Stella Freitas,moraesliam@example.org,629.452.231-80,1972-10-16,21 6289-0233,IT_MANAGER,2022-01-02 00:00:00
CUST00205,COMP00024,Josué Andrade,xaragao@example.net,886.232.543-74,1968-03-13,31 7861 0357,OWNER,2022-01-06 00:00:00
CUST00206,COMP00016,Melissa Cavalcanti,jpastor@example.com,630.256.411-31,1974-02-24,+55 71 1406-0293,MANAGER,2025-03-24 00:00:00
CUST00207,COMP00042,Henry Gabriel Rocha,vitor-gabrielrezende@example.com,826.330.454-76,1981-01-29,+55 (021) 7229 0349,OPERATOR,2024-08-11 00:00:00
CUST00208,COMP00011,João Guilherme Lima,dferreira@example.com,356.301.750-80,1968-12-24,(031) 8969 1085,OPERATOR,2023-12-21 00:00:00
CUST00209,COMP00017,Larissa da Rosa,mendesdavi-lucas@example.com,740.410.729-78,2000-07-23,(061) 4443 2830,OWNER,2023-03-21 00:00:00
CUST00210,COMP00065,Maria Luiza Ribeiro,joao-lucas07@example.com,756.272.706-84,1970-09-03,84 6609 9353,MANAGER,2022-01-08 00:00:00
CUST00211,COMP00022,Yasmin Porto,wrios@example.net,774.739.837-87,1972-05-05,+55 (041) 8241-7248,OPERATOR,2022-02-05 00:00:00
CUST00212,COMP00073,Lucas Gabriel Rezende,camaradaniela@example.org,142.945.984-13,1990-07-20,(041) 6554 9471,OWNER,2025-03-17 00:00:00
CUST00213,COMP00006,Ana Júlia Porto,melomathias@example.net,756.889.690-43,1964-12-12,41 8460 2235,MANAGER,2024-07-13 00:00:00
CUST00214,COMP00099,Natália Casa Grande,luiz-miguel17@example.com,685.526.732-91,1985-11-28,+55 (051) 5007-4329,OWNER,2024-05-12 00:00:00
CUST00215,COMP00064,Samuel Viana,cardosoluara@example.net,742.658.396-92,1977-08-22,(011) 7600-8350,OPERATOR,2021-10-13 00:00:00
CUST00216,COMP00062,Sr. Antony Rocha,pirestheo@example.org,350.924.926-97,1988-06-21,(084) 4216 8942,FINANCIAL,2022-03-15 00:00:00
CUST00217,COMP00039,Augusto da Rosa,maria-alice89@example.net,564.174.805-17,1973-11-20,+55 84 5753 2603,MANAGER,2023-08-25 00:00:00
CUST00218,COMP00057,Davi Lucca Cunha,pastormirella@example.org,525.595.575-36,1965-01-31,+55 (051) 6489 0901,OPERATOR,2025-04-09 00:00:00
CUST00219,COMP00078,Alícia Aragão,leaolivia@example.com,247.420.982-50,1965-02-06,+55 61 7230-4618,OPERATOR,2022-04-13 00:00:00
CUST00220,COMP00052,Davi Miguel Leão,moraesisaac@example.com,233.878.479-75,1964-09-16,+55 51 7393 4835,IT_MANAGER,2023-07-10 00:00:00
CUST00221,COMP00014,Sra. Laís Castro,novaesmaysa@example.org,426.347.577-25,1988-04-02,(081) 5300-1197,OPERATOR,2021-11-30 00:00:00
CUST00222,COMP00058,Caleb Vasconcelos,silveiraguilherme@example.com,353.244.199-16,1986-06-15,(051) 4470-1204,OPERATOR,2025-11-15 00:00:00
CUST00223,COMP00050,Dr. Paulo Sousa,britocaleb@example.org,984.730.528-41,1994-12-20,+55 (041) 5579-4155,MANAGER,2021-04-22 00:00:00
CUST00224,COMP00042,Danilo Guerra,rmarques@example.com,691.838.420-34,1988-04-27,(081) 6212-0216,MANAGER,2024-08-11 00:00:00
CUST00225,COMP00064,Rafaela Nunes,ncirino@example.com,627.578.610-49,1991-12-25,0800-027-7167,FINANCIAL,2021-10-13 00:00:00
CUST00226,COMP00003,Benício da Luz,apollo89@example.net,192.502.617-68,1983-03-15,(081) 8891 6375,MANAGER,2024-08-27 00:00:00
CUST00227,COMP00028,Maria Isis Cassiano,albuquerquelevi@example.net,697.461.149-16,1994-11-03,11 2175-3540,OPERATOR,2022-12-13 00:00:00
CUST00228,COMP00064,Heloisa Novaes,pguerra@example.org,711.963.769-96,1978-11-10,0500 717 7517,FINANCIAL,2021-10-13 00:00:00
CUST00229,COMP00037,Dra. Allana Caldeira,cjesus@example.net,649.108.967-23,1982-07-20,+55 31 9948 8375,FINANCIAL,2022-04-08 00:00:00
CUST00230,COMP00018,Sr. Henry Gabriel Marques,maria-julia57@example.org,370.844.474-61,1964-01-12,+55 21 0554-8851,OPERATOR,2022-10-20 00:00:00
CUST00231,COMP00006,Enzo Monteiro,juliacaldeira@example.com,510.152.683-81,1985-01-30,+55 (071) 1637-3516,MANAGER,2024-07-13 00:00:00
CUST00232,COMP00047,Davi Vargas,qmarques@example.net,666.395.175-59,1999-03-29,+55 84 7080 8697,IT_MANAGER,2025-06-13 00:00:00
CUST00233,COMP00058,Emanuelly Sales,jose-miguelcaldeira@example.com,882.663.386-89,1986-12-30,0500-586-6934,IT_MANAGER,2025-11-15 00:00:00
CUST00234,COMP00016,Manuela da Rocha,icarvalho@example.com,231.199.503-57,1984-09-27,31 4858-3339,OPERATOR,2025-03-24 00:00:00
CUST00235,COMP00072,Sra. Manuella Rocha,luiz-henriquemontenegro@example.net,474.873.247-35,1988-07-03,(061) 1587 9968,IT_MANAGER,2025-07-19 00:00:00
CUST00236,COMP00066,Otávio Albuquerque,alvesgiovanna@example.org,511.612.141-15,1962-03-18,+55 (081) 3424 4204,OWNER,2021-10-10 00:00:00
CUST00237,COMP00018,Vitor Hugo Andrade,marcela19@example.net,830.441.923-70,1990-05-10,+55 21 8638-4066,IT_MANAGER,2022-10-20 00:00:00
CUST00238,COMP00059,Luara Novaes,albuquerquetheodoro@example.org,252.720.627-27,1985-06-24,(031) 3598-9334,OPERATOR,2024-08-04 00:00:00
CUST00239,COMP00079,Emanuelly Rodrigues,cirinoluiz-felipe@example.net,426.266.502-88,1981-02-07,41 0648 4229,OPERATOR,2023-03-28 00:00:00
CUST00240,COMP00076,André Farias,jsantos@example.org,444.619.948-75,1966-05-03,(061) 9094 7985,IT_MANAGER,2023-01-18 00:00:00
CUST00241,COMP00063,Liam Moura,leomoreira@example.org,825.676.406-70,1992-04-10,+55 (031) 6886-1533,OWNER,2021-06-10 00:00:00
CUST00242,COMP00048,Luísa Farias,ana-beatriz39@example.net,439.789.212-63,1979-07-04,84 0157-3993,IT_MANAGER,2022-03-11 00:00:00
CUST00243,COMP00040,Lorenzo Garcia,gomestheo@example.net,915.842.993-98,1989-09-20,+55 (041) 8588 7704,OWNER,2023-05-25 00:00:00
CUST00244,COMP00077,Evelyn Duarte,britolucas-gabriel@example.net,585.371.771-84,1981-11-24,+55 (084) 3361 3861,IT_MANAGER,2021-12-21 00:00:00
CUST00245,COMP00030,Dra. Daniela Alves,vsilva@example.org,838.152.697-71,1963-08-16,+55 (071) 2481 9346,MANAGER,2024-02-02 00:00:00
CUST00246,COMP00068,Milena Pires,ulopes@example.org,744.838.734-58,1976-01-03,+55 71 8091 9015,MANAGER,2023-01-25 00:00:00
CUST00247,COMP00088,Bianca da Rocha,erick47@example.com,348.132.686-99,1976-03-27,+55 (041) 7283 2684,OWNER,2022-01-02 00:00:00
CUST00248,COMP00025,Cecília da Rosa,antonio88@example.org,119.551.421-63,1965-02-01,+55 (011) 9968 8143,MANAGER,2025-05-17 00:00:00
CUST00249,COMP00053,Dra. Manuella Cunha,gramos@example.org,807.308.520-74,1966-08-20,+55 21 9431-2908,IT_MANAGER,2023-05-19 00:00:00
CUST00250,COMP00061,Ana Sophia da Rocha,da-cunhagael-henrique@example.org,993.968.853-17,1989-10-14,(084) 5523-1491,MANAGER,2023-01-23 00:00:00
CUST00251,COMP00067,Liam Mendonça,nfarias@example.net,312.674.432-94,1972-07-26,0800 299 5562,FINANCIAL,2025-08-01 00:00:00
CUST00252,COMP00068,Levi da Cruz,luizada-mota@example.com,485.421.277-68,1965-07-17,(071) 7775 4781,IT_MANAGER,2023-01-25 00:00:00
CUST00253,COMP00044,Bruno da Mota,stephanycosta@example.com,659.462.792-97,1990-02-10,+55 11 1080 9969,OPERATOR,2021-10-11 00:00:00
CUST00254,COMP00079,Arthur Miguel Novaes,yasmin87@example.net,595.296.352-45,1991-10-27,21 6394 2788,IT_MANAGER,2023-03-28 00:00:00
CUST00255,COMP00039,Miguel Fonseca,ribeirorhavi@example.net,330.404.889-46,1988-02-02,31 2722-9927,MANAGER,2023-08-25 00:00:00
CUST00256,COMP00089,Sr. Henry Teixeira,eda-conceicao@example.com,821.600.424-71,1975-03-08,+55 (061) 3856 7700,OPERATOR,2024-05-22 00:00:00
CUST00257,COMP00072,Luna Caldeira,vinicius98@example.net,914.838.380-46,1967-03-01,41 5918 4638,OWNER,2025-07-19 00:00:00
CUST00258,COMP00074,Maria Ferreira,evieira@example.net,792.656.488-60,1960-04-21,+55 84 7231 8432,OPERATOR,2024-04-29 00:00:00
CUST00259,COMP00099,Emanuel Fonseca,ribeiroraul@example.com,923.249.397-15,1993-04-18,+55 61 7773 9260,OPERATOR,2024-05-12 00:00:00
CUST00260,COMP00092,Augusto Cardoso,joao-felipepires@example.net,180.454.552-93,1961-08-22,0500 202 4286,OPERATOR,2020-12-20 00:00:00
CUST00261,COMP00096,Allana Silveira,enzo-gabriel37@example.net,590.319.306-78,2000-09-27,(081) 2369-2929,OPERATOR,2023-09-18 00:00:00
CUST00262,COMP00072,Sophia da Luz,carolinemarques@example.net,812.378.240-23,1984-04-01,+55 31 6621-0388,IT_MANAGER,2025-07-19 00:00:00
CUST00263,COMP00095,Mariah Cassiano,cavalcantimaria-laura@example.net,700.345.348-16,1984-08-17,61 8117-2980,IT_MANAGER,2023-09-06 00:00:00
CUST00264,COMP00029,Marina Moreira,cfreitas@example.net,753.338.153-22,1981-10-04,+55 31 7659-9162,FINANCIAL,2021-05-29 00:00:00
CUST00265,COMP00043,Rhavi Vargas,enzoda-paz@example.net,834.583.202-97,1995-12-26,81 4300 9818,MANAGER,2024-10-12 00:00:00
CUST00266,COMP00001,Marcos Vinicius Rezende,ana-vitoriajesus@example.com,663.261.516-93,1964-05-28,(011) 9448-6959,FINANCIAL,2024-02-24 00:00:00
CUST00267,COMP00062,Miguel Sá,julianovaes@example.net,766.304.874-46,1979-10-26,31 8874 4956,OPERATOR,2022-03-15 00:00:00
CUST00268,COMP00037,Srta. Bárbara Souza,maiteviana@example.net,761.160.887-21,1998-12-15,+55 41 3865 8902,IT_MANAGER,2022-04-08 00:00:00
CUST00269,COMP00030,Alana Borges,maria-juliapeixoto@example.com,647.856.840-14,1963-08-25,+55 71 3519-0669,MANAGER,2024-02-02 00:00:00
CUST00270,COMP00054,Stephany da Paz,vasconcelosluiz-fernando@example.net,957.280.137-60,1980-04-21,+55 (021) 3843 0988,FINANCIAL,2023-04-26 00:00:00
CUST00271,COMP00024,Srta. Eloá Rocha,fonsecarhavi@example.net,866.993.396-14,1960-01-18,+55 (031) 1465-6693,OWNER,2022-01-06 00:00:00
CUST00272,COMP00039,Alice Sousa,borgesisis@example.com,681.717.209-52,1989-10-22,84 9554-3937,OPERATOR,2023-08-25 00:00:00
CUST00273,COMP00059,Alana da Luz,joanamontenegro@example.org,756.656.636-73,1982-12-10,21 4518-4894,MANAGER,2024-08-04 00:00:00
CUST00274,COMP00065,Sra. Maria Flor Nunes,pvargas@example.com,579.379.297-24,1999-06-13,(051) 7907-1416,OPERATOR,2022-01-08 00:00:00
CUST00275,COMP00021,Hellena Rocha,ana-vitoriajesus@example.com,848.569.763-42,1981-03-19,+55 (021) 4341 6518,MANAGER,2022-04-20 00:00:00
CUST00276,COMP00002,Renan Dias,pedro-henrique94@example.org,854.445.909-47,1998-11-14,+55 (071) 7333-4333,IT_MANAGER,2022-03-06 00:00:00
CUST00277,COMP00087,Luiz Henrique Cassiano,camposemanuel@example.net,875.297.279-88,1999-03-23,11 9080-7595,FINANCIAL,2021-09-23 00:00:00
CUST00278,COMP00055,Kamilly Mendonça,ninada-mota@example.com,627.435.188-61,1969-02-21,0500 208 6780,OWNER,2021-11-26 00:00:00
CUST00279,COMP00024,Manuella Gonçalves,maria-ceciliacampos@example.net,243.588.431-41,1981-04-13,(051) 0036 9155,OWNER,2022-01-06 00:00:00
CUST00280,COMP00034,Joana Cirino,renan47@example.net,492.341.557-44,1974-02-07,+55 (061) 7636-5564,OPERATOR,2021-07-11 00:00:00
CUST00281,COMP00039,Emilly Oliveira,raulbrito@example.net,696.840.686-11,1971-02-07,+55 41 8663-2270,OPERATOR,2023-08-25 00:00:00
CUST00282,COMP00084,Otto Monteiro,pietranascimento@example.net,468.809.341-17,1972-12-24,(084) 4489-0612,OWNER,2024-06-20 00:00:00
CUST00283,COMP00060,Henrique da Cunha,gpires@example.com,414.263.515-97,1990-07-26,+55 71 5588-4506,IT_MANAGER,2021-11-26 00:00:00
CUST00284,COMP00091,Luiz Fernando Rocha,stephanycavalcanti@example.com,888.418.806-25,1974-08-06,31 7716-9472,OPERATOR,2023-01-26 00:00:00
CUST00285,COMP00048,Lucca Leão,fbarbosa@example.org,729.326.324-27,1974-02-15,(051) 5449 6475,FINANCIAL,2022-03-11 00:00:00
CUST00286,COMP00020,Dra. Stephany Machado,lcavalcante@example.org,565.865.720-57,1965-02-28,+55 41 4132-6111,FINANCIAL,2021-10-22 00:00:00
CUST00287,COMP00090,Ana Júlia Alves,wmoura@example.org,662.582.875-78,1964-04-18,0900-216-4334,MANAGER,2023-05-25 00:00:00
CUST00288,COMP00098,Carolina Cardoso,benjaminandrade@example.net,353.796.872-86,1974-09-01,(061) 7784 8728,OWNER,2025-10-24 00:00:00
CUST00289,COMP00068,Rafael Pires,omoura@example.net,557.640.820-56,1981-12-02,(084) 7831 7456,OWNER,2023-01-25 00:00:00
CUST00290,COMP00073,Eduardo da Rosa,abreurebeca@example.org,214.163.948-80,1974-02-19,(071) 8077-4064,IT_MANAGER,2025-03-17 00:00:00
CUST00291,COMP00026,Isabel Vieira,novaesevelyn@example.org,686.649.253-31,1976-12-01,84 6632-6634,OPERATOR,2022-04-11 00:00:00
CUST00292,COMP00067,Otávio Pires,pietrateixeira@example.net,552.219.796-36,1993-02-23,+55 81 4846-3122,IT_MANAGER,2025-08-01 00:00:00
CUST00293,COMP00063,Daniel Porto,cpinto@example.com,193.622.556-17,1988-10-03,(084) 3502-0802,FINANCIAL,2021-06-10 00:00:00
CUST00294,COMP00017,João Miguel da Mata,lunasiqueira@example.org,625.525.567-82,1969-07-31,+55 (021) 0735-6475,OWNER,2023-03-21 00:00:00
CUST00295,COMP00072,Ana Beatriz Farias,sajoao-vitor@example.org,573.788.926-49,1970-12-18,61 1872 3460,OWNER,2025-07-19 00:00:00
CUST00296,COMP00051,Josué Gomes,vda-cruz@example.org,360.936.103-37,1968-03-14,+55 41 8376 4520,IT_MANAGER,2025-06-24 00:00:00
CUST00297,COMP00010,Dra. Stephany Campos,maria-luisa43@example.com,146.533.452-99,1996-06-04,+55 11 1365-0249,OWNER,2021-06-01 00:00:00
CUST00298,COMP00070,Miguel Vieira,antonyaparecida@example.net,161.170.583-14,1992-02-28,(071) 9251-3271,OPERATOR,2023-08-31 00:00:00
CUST00299,COMP00053,Maitê Teixeira,araujoeduarda@example.net,284.887.238-92,1966-05-07,61 1273-5857,FINANCIAL,2023-05-19 00:00:00
CUST00300,COMP00048,Srta. Alícia Sales,ufogaca@example.org,491.559.990-58,1970-04-25,+55 (061) 7784 8739,FINANCIAL,2022-03-11 00:00:00
