interaction_id,ticket_id,interaction_timestamp,author_type,author_id,author_name,message,interaction_type,channel,attachments
INT00000423,TKT000085,2025-12-23 05:32:38,AGENT,AGENT006,Fernando Lima,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,PHONE,
INT00000424,TKT000085,2025-12-24 03:35:48,CUSTOMER,CUST00041,Isabella Monteiro,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,PHONE,
INT00000425,TKT000085,2025-12-24 14:27:22,AGENT,AGENT006,Fernando Lima,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PHONE,
INT00000426,TKT000085,2025-12-25 10:48:35,CUSTOMER,CUST00041,Isabella Monteiro,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,PHONE,
INT00000427,TKT000086,2026-01-03 21:18:54,CUSTOMER,CUST00223,Dr. Paulo Sousa,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,PORTAL,
INT00000428,TKT000086,2026-01-03 23:46:37,AGENT,AGENT024,Amanda Pinto,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,PORTAL,
INT00000429,TKT000086,2026-01-04 12:10:00,CUSTOMER,CUST00223,Dr. Paulo Sousa,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,PORTAL,
INT00000430,TKT000086,2026-01-05 09:17:08,AGENT,AGENT024,Amanda Pinto,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,PORTAL,
INT00000431,TKT000087,2025-10-01 16:37:54,CUSTOMER,CUST00235,Sra. Manuella Rocha,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,EMAIL,
INT00000432,TKT000087,2025-10-02 16:06:04,AGENT,AGENT014,Nicolas Ribeiro,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00000433,TKT000087,2025-10-03 10:00:56,CUSTOMER,CUST00235,Sra. Manuella Rocha,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,EMAIL,
INT00000434,TKT000087,2025-10-04 02:57:35,AGENT,AGENT014,Nicolas Ribeiro,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,EMAIL,
INT00000435,TKT000087,2025-10-04 03:38:47,CUSTOMER,CUST00235,Sra. Manuella Rocha,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,EMAIL,
INT00000436,TKT000087,2025-10-04 10:58:37,AGENT,AGENT014,Nicolas Ribeiro,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,EMAIL,
INT00000437,TKT000088,2025-10-12 05:31:54,CUSTOMER,CUST00147,Kaique Aparecida,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMENT,PHONE,
INT00000438,TKT000088,2025-10-12 15:24:53,AGENT,AGENT019,Tatiana Mendes,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,PHONE,
INT00000439,TKT000088,2025-10-12 21:09:23,CUSTOMER,CUST00147,Kaique Aparecida,Entendi. Vou aguardar o retorno então.,COMMENT,PHONE,
INT00000440,TKT000088,2025-10-13 13:22:53,AGENT,AGENT019,Tatiana Mendes,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,PHONE,
INT00000441,TKT000088,2025-10-14 00:49:46,CUSTOMER,CUST00147,Kaique Aparecida,Pode cancelar. Já resolvi de outra forma.,COMMENT,PHONE,
INT00000442,TKT000088,2025-10-14 22:28:57,AGENT,AGENT019,Tatiana Mendes,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,PHONE,
INT00000443,TKT000089,2026-01-12 06:43:54,CUSTOMER,CUST00206,Melissa Cavalcanti,Foi realizado um estorno de R$ 341.53 na minha conta sem autorização. Preciso entender o motivo e reverter.,COMMENT,CHAT,
INT00000444,TKT000089,2026-01-12 09:14:54,AGENT,AGENT012,Lucas Barbosa,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,CHAT,
INT00000445,TKT000090,2025-08-12 10:19:54,CUSTOMER,CUST00051,Sr. Alexandre da Mota,Realizei vendas no dia 08/08/2025 no valor de R$ 7853.29 e o valor não foi creditado na minha conta.,COMMENT,WHATSAPP,
INT00000446,TKT000090,2025-08-13 04:53:05,AGENT,AGENT020,Vinicius Rocha,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,WHATSAPP,
INT00000447,TKT000090,2025-08-13 14:49:13,CUSTOMER,CUST00051,Sr. Alexandre da Mota,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,WHATSAPP,
INT00000448,TKT000090,2025-08-13 22:46:36,AGENT,AGENT020,Vinicius Rocha,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,WHATSAPP,
INT00000449,TKT000090,2025-08-14 10:42:16,CUSTOMER,CUST00051,Sr. Alexandre da Mota,Entendi. Vou aguardar o retorno então.,COMMENT,WHATSAPP,
INT00000450,TKT000091,2025-11-06 05:35:54,CUSTOMER,CUST00249,Dra. Manuella Cunha,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,COMMENT,PHONE,
INT00000451,TKT000091,2025-11-06 12:38:24,AGENT,AGENT010,João Pereira,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,PHONE,
INT00000452,TKT000092,2026-01-02 03:24:54,CUSTOMER,CUST00030,Maysa Barros,Estou esperando há 76 minutos para ser atendido. Isso é inaceitável!,COMMENT,PHONE,
INT00000453,TKT000092,2026-01-02 07:34:29,AGENT,AGENT015,Olivia Carvalho,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,PHONE,
INT00000454,TKT000092,2026-01-02 11:29:40,CUSTOMER,CUST00030,Maysa Barros,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,PHONE,
INT00000455,TKT000092,2026-01-02 19:31:07,AGENT,AGENT015,Olivia Carvalho,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,PHONE,
INT00000456,TKT000092,2026-01-03 19:13:56,CUSTOMER,CUST00030,Maysa Barros,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,PHONE,
INT00000457,TKT000092,2026-01-03 21:11:55,AGENT,AGENT015,Olivia Carvalho,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,PHONE,
INT00000458,TKT000092,2026-01-04 22:24:18,AGENT,AGENT015,Olivia Carvalho,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,PHONE,
INT00000459,TKT000093,2025-12-27 11:34:54,CUSTOMER,CUST00283,Henrique da Cunha,Estou esperando há 63 minutos para ser atendido. Isso é inaceitável!,COMMENT,PHONE,
INT00000460,TKT000093,2025-12-27 22:11:21,AGENT,AGENT010,João Pereira,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,PHONE,
INT00000461,TKT000093,2025-12-28 03:42:16,CUSTOMER,CUST00283,Henrique da Cunha,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,PHONE,
INT00000462,TKT000093,2025-12-29 00:36:11,AGENT,AGENT010,João Pereira,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,PHONE,
INT00000463,TKT000093,2025-12-29 07:26:40,CUSTOMER,CUST00283,Henrique da Cunha,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,PHONE,
INT00000464,TKT000093,2025-12-29 09:54:32,AGENT,AGENT010,João Pereira,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,PHONE,
INT00000465,TKT000093,2025-12-29 16:50:44,CUSTOMER,CUST00283,Henrique da Cunha,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,PHONE,
INT00000466,TKT000093,2025-12-30 00:21:23,AGENT,AGENT010,João Pereira,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,PHONE,
INT00000467,TKT000093,2025-12-30 04:49:54,AGENT,AGENT010,João Pereira,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,PHONE,
INT00000468,TKT000094,2025-11-30 01:26:54,CUSTOMER,CUST00138,Lunna Gomes,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,CHAT,
INT00000469,TKT000094,2025-11-30 11:48:42,AGENT,AGENT001,Ana Silva,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,CHAT,
INT00000470,TKT000094,2025-12-01 04:02:54,CUSTOMER,CUST00138,Lunna Gomes,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,CHAT,
INT00000471,TKT000094,2025-12-01 08:52:27,AGENT,AGENT001,Ana Silva,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,CHAT,
INT00000472,TKT000094,2025-12-01 11:32:47,CUSTOMER,CUST00138,Lunna Gomes,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,CHAT,
INT00000473,TKT000094,2025-12-01 20:05:02,AGENT,AGENT001,Ana Silva,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,CHAT,
INT00000474,TKT000094,2025-12-02 00:27:02,CUSTOMER,CUST00138,Lunna Gomes,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,CHAT,
INT00000475,TKT000094,2025-12-02 23:05:10,AGENT,AGENT001,Ana Silva,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,CHAT,
INT00000476,TKT000094,2025-12-06 10:37:42,AGENT,AGENT001,Ana Silva,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00000477,TKT000095,2025-12-17 10:58:54,CUSTOMER,CUST00179,Emanuel Rodrigues,Realizei vendas no dia 12/12/2025 no valor de R$ 8330.95 e o valor não foi creditado na minha conta.,COMMENT,PORTAL,
INT00000478,TKT000095,2025-12-18 00:03:57,AGENT,AGENT017,Rafaela Castro,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,PORTAL,
INT00000479,TKT000095,2025-12-18 23:15:26,CUSTOMER,CUST00179,Emanuel Rodrigues,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,PORTAL,
INT00000480,TKT000095,2025-12-19 08:05:33,AGENT,AGENT017,Rafaela Castro,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,PORTAL,
INT00000481,TKT000095,2025-12-19 17:44:14,CUSTOMER,CUST00179,Emanuel Rodrigues,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,PORTAL,
INT00000482,TKT000096,2025-11-22 02:23:54,CUSTOMER,CUST00153,Rebeca Leão,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,COMMENT,EMAIL,
INT00000483,TKT000096,2025-11-22 21:18:01,AGENT,AGENT009,Isabela Ferreira,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,EMAIL,
INT00000484,TKT000096,2025-11-23 02:28:00,CUSTOMER,CUST00153,Rebeca Leão,Excelente atendimento! Problema resolvido.,COMMENT,EMAIL,
INT00000485,TKT000096,2025-11-23 17:27:17,AGENT,AGENT009,Isabela Ferreira,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,EMAIL,
INT00000486,TKT000096,2025-11-24 09:33:36,CUSTOMER,CUST00153,Rebeca Leão,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,EMAIL,
INT00000487,TKT000096,2025-11-24 10:23:36,AGENT,AGENT009,Isabela Ferreira,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,EMAIL,
INT00000488,TKT000096,2025-11-26 16:47:54,AGENT,AGENT009,Isabela Ferreira,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,EMAIL,
INT00000489,TKT000097,2025-11-27 20:19:54,CUSTOMER,CUST00207,Henry Gabriel Rocha,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,WHATSAPP,
INT00000490,TKT000097,2025-11-28 08:34:07,CUSTOMER,CUST00207,Henry Gabriel Rocha,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,WHATSAPP,
INT00000491,TKT000097,2025-11-28 11:44:18,CUSTOMER,CUST00207,Henry Gabriel Rocha,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,WHATSAPP,
INT00000492,TKT000098,2025-11-16 22:35:54,CUSTOMER,CUST00299,Maitê Teixeira,Foi realizado um estorno de R$ 1781.52 na minha conta sem autorização. Preciso entender o motivo e reverter.,COMMENT,CHAT,
INT00000493,TKT000098,2025-11-17 11:20:04,AGENT,AGENT021,Wagner Teixeira,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,CHAT,
INT00000494,TKT000098,2025-11-18 11:03:29,CUSTOMER,CUST00299,Maitê Teixeira,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,CHAT,
INT00000495,TKT000098,2025-11-19 02:27:50,AGENT,AGENT021,Wagner Teixeira,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,CHAT,
INT00000496,TKT000098,2025-11-23 06:56:18,AGENT,AGENT021,Wagner Teixeira,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00000497,TKT000099,2025-11-12 23:39:54,CUSTOMER,CUST00133,Augusto Barbosa,Estou esperando há 53 minutos para ser atendido. Isso é inaceitável!,COMMENT,WHATSAPP,
INT00000498,TKT000099,2025-11-13 01:01:20,AGENT,AGENT021,Wagner Teixeira,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,WHATSAPP,
INT00000499,TKT000099,2025-11-14 13:23:42,AGENT,AGENT021,Wagner Teixeira,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00000500,TKT000100,2025-12-06 02:33:54,CUSTOMER,CUST00134,Isabella Nunes,"Estou com problemas de conexão na maquininha. Aparece erro ""Falha de comunicação"" toda vez que tento processar um pagamento.",COMMENT,PHONE,
INT00000501,TKT000100,2025-12-06 19:25:53,AGENT,AGENT019,Tatiana Mendes,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,PHONE,
INT00000502,TKT000100,2025-12-07 10:03:13,CUSTOMER,CUST00134,Isabella Nunes,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,PHONE,
INT00000503,TKT000100,2025-12-07 18:44:01,AGENT,AGENT019,Tatiana Mendes,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,PHONE,
INT00000504,TKT000100,2025-12-08 18:04:10,CUSTOMER,CUST00134,Isabella Nunes,Excelente atendimento! Problema resolvido.,COMMENT,PHONE,
INT00000505,TKT000101,2025-12-11 04:24:54,CUSTOMER,CUST00196,Ísis Gomes,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,PHONE,
INT00000506,TKT000101,2025-12-11 13:36:57,AGENT,AGENT007,Gabriela Alves,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,PHONE,
INT00000507,TKT000101,2025-12-14 01:27:18,AGENT,AGENT007,Gabriela Alves,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,PHONE,
INT00000508,TKT000102,2025-12-14 21:16:54,CUSTOMER,CUST00042,Letícia Porto,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,COMMENT,WHATSAPP,
INT00000509,TKT000102,2025-12-15 04:52:38,AGENT,AGENT009,Isabela Ferreira,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,WHATSAPP,
INT00000510,TKT000103,2025-12-03 21:00:54,CUSTOMER,CUST00067,Ana Carolina Araújo,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMENT,EMAIL,
INT00000511,TKT000103,2025-12-04 16:45:45,AGENT,AGENT001,Ana Silva,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,EMAIL,
INT00000512,TKT000103,2025-12-05 09:41:47,CUSTOMER,CUST00067,Ana Carolina Araújo,Entendi. Vou aguardar o retorno então.,COMMENT,EMAIL,
INT00000513,TKT000103,2025-12-05 19:55:36,AGENT,AGENT001,Ana Silva,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,EMAIL,
INT00000514,TKT000103,2025-12-06 04:42:14,CUSTOMER,CUST00067,Ana Carolina Araújo,Pode cancelar. Já resolvi de outra forma.,COMMENT,EMAIL,
INT00000515,TKT000103,2025-12-06 15:12:40,AGENT,AGENT001,Ana Silva,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,EMAIL,
INT00000516,TKT000104,2026-01-04 20:27:54,CUSTOMER,CUST00272,Alice Sousa,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,COMMENT,CHAT,
INT00000517,TKT000104,2026-01-05 18:44:03,AGENT,AGENT012,Lucas Barbosa,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,CHAT,
INT00000518,TKT000104,2026-01-05 18:33:54,AGENT,AGENT012,Lucas Barbosa,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00000519,TKT000105,2025-12-05 07:00:54,CUSTOMER,CUST00267,Miguel Sá,Estou esperando há 117 minutos para ser atendido. Isso é inaceitável!,COMMENT,EMAIL,
INT00000520,TKT000105,2025-12-05 16:17:00,AGENT,AGENT016,Pedro Araújo,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,EMAIL,
INT00000521,TKT000105,2025-12-06 06:45:47,CUSTOMER,CUST00267,Miguel Sá,Pode cancelar. Já resolvi de outra forma.,COMMENT,EMAIL,
INT00000522,TKT000105,2025-12-06 17:30:23,AGENT,AGENT016,Pedro Araújo,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,EMAIL,
INT00000523,TKT000105,2025-12-07 13:51:57,CUSTOMER,CUST00267,Miguel Sá,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,EMAIL,
INT00000524,TKT000105,2025-12-10 13:09:18,AGENT,AGENT016,Pedro Araújo,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,EMAIL,
INT00000525,TKT000106,2026-01-04 16:50:54,CUSTOMER,CUST00068,Olívia Montenegro,Estou muito insatisfeito com o atendimento. Já abri 3 chamados e ninguém resolve meu problema.,COMMENT,PORTAL,
INT00000526,TKT000106,2026-01-05 00:00:16,AGENT,AGENT002,Carlos Oliveira,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,PORTAL,
INT00000527,TKT000106,2026-01-05 22:32:43,CUSTOMER,CUST00068,Olívia Montenegro,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,PORTAL,
INT00000528,TKT000106,2026-01-06 22:26:11,AGENT,AGENT002,Carlos Oliveira,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,PORTAL,
INT00000529,TKT000106,2026-01-07 01:02:34,CUSTOMER,CUST00068,Olívia Montenegro,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,PORTAL,
INT00000530,TKT000106,2026-01-07 16:01:30,AGENT,AGENT002,Carlos Oliveira,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,PORTAL,
INT00000531,TKT000106,2026-01-07 18:57:40,CUSTOMER,CUST00068,Olívia Montenegro,Excelente atendimento! Problema resolvido.,COMMENT,PORTAL,
INT00000532,TKT000107,2025-11-26 20:34:54,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,COMMENT,EMAIL,
INT00000533,TKT000107,2025-11-26 23:25:28,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,Entendi. Vou aguardar o retorno então.,COMMENT,EMAIL,
INT00000534,TKT000107,2025-11-27 11:45:13,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,EMAIL,
INT00000535,TKT000107,2025-11-28 03:56:41,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,EMAIL,
INT00000536,TKT000107,2025-11-28 09:25:25,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,Entendi. Vou aguardar o retorno então.,COMMENT,EMAIL,
INT00000537,TKT000107,2025-11-28 22:53:10,CUSTOMER,CUST00025,Sr. Benjamim da Cunha,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,EMAIL,
INT00000538,TKT000108,2026-01-03 19:47:54,CUSTOMER,CUST00079,Ísis Montenegro,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,COMMENT,WHATSAPP,
INT00000539,TKT000108,2026-01-04 16:25:20,AGENT,AGENT022,Yasmin Cardoso,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,WHATSAPP,
INT00000540,TKT000108,2026-01-05 01:09:42,CUSTOMER,CUST00079,Ísis Montenegro,Entendi. Vou aguardar o retorno então.,COMMENT,WHATSAPP,
INT00000541,TKT000109,2026-01-01 13:56:54,CUSTOMER,CUST00061,Brenda da Paz,Foi realizado um estorno de R$ 3084.11 na minha conta sem autorização. Preciso entender o motivo e reverter.,COMMENT,WHATSAPP,
INT00000542,TKT000109,2026-01-02 11:47:10,AGENT,AGENT007,Gabriela Alves,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,WHATSAPP,
INT00000543,TKT000109,2026-01-02 12:27:53,CUSTOMER,CUST00061,Brenda da Paz,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,WHATSAPP,
INT00000544,TKT000109,2026-01-03 07:20:47,AGENT,AGENT007,Gabriela Alves,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,WHATSAPP,
INT00000545,TKT000109,2026-01-03 14:30:40,CUSTOMER,CUST00061,Brenda da Paz,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,WHATSAPP,
INT00000546,TKT000109,2026-01-06 12:16:42,AGENT,AGENT007,Gabriela Alves,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00000547,TKT000110,2025-10-03 22:45:54,CUSTOMER,CUST00046,Maria Clara Borges,Gostaria de cancelar meu contrato. Estou fechando a loja/mudando de adquirente.,COMMENT,CHAT,
INT00000548,TKT000110,2025-10-04 18:58:09,AGENT,AGENT017,Rafaela Castro,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,CHAT,
INT00000549,TKT000110,2025-10-05 11:17:31,CUSTOMER,CUST00046,Maria Clara Borges,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00000550,TKT000110,2025-10-06 08:56:46,AGENT,AGENT017,Rafaela Castro,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,CHAT,
INT00000551,TKT000111,2026-01-02 16:21:54,CUSTOMER,CUST00152,Samuel da Paz,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,WHATSAPP,
INT00000552,TKT000111,2026-01-02 17:13:47,AGENT,AGENT010,João Pereira,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,WHATSAPP,
INT00000553,TKT000112,2026-01-13 12:45:54,CUSTOMER,CUST00024,Anthony Gabriel Santos,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,COMMENT,CHAT,
INT00000554,TKT000112,2026-01-13 22:03:48,AGENT,AGENT015,Olivia Carvalho,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,CHAT,
INT00000555,TKT000112,2026-01-14 17:50:03,CUSTOMER,CUST00024,Anthony Gabriel Santos,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00000556,TKT000112,2026-01-15 01:47:41,AGENT,AGENT015,Olivia Carvalho,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,CHAT,
INT00000557,TKT000112,2026-01-16 00:50:06,CUSTOMER,CUST00024,Anthony Gabriel Santos,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,CHAT,
INT00000558,TKT000112,2026-01-16 07:01:05,AGENT,AGENT015,Olivia Carvalho,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,CHAT,
INT00000559,TKT000112,2026-01-16 12:02:44,CUSTOMER,CUST00024,Anthony Gabriel Santos,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,CHAT,
INT00000560,TKT000112,2026-01-17 08:00:59,AGENT,AGENT015,Olivia Carvalho,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,CHAT,
INT00000561,TKT000113,2025-12-23 03:10:54,CUSTOMER,CUST00206,Melissa Cavalcanti,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,PHONE,
INT00000562,TKT000113,2025-12-23 06:42:36,AGENT,AGENT014,Nicolas Ribeiro,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,PHONE,
INT00000563,TKT000113,2025-12-24 06:10:40,CUSTOMER,CUST00206,Melissa Cavalcanti,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,PHONE,
INT00000564,TKT000113,2025-12-24 16:09:04,AGENT,AGENT014,Nicolas Ribeiro,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,PHONE,
INT00000565,TKT000113,2025-12-25 04:48:26,CUSTOMER,CUST00206,Melissa Cavalcanti,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,PHONE,
INT00000566,TKT000114,2026-01-08 22:57:54,CUSTOMER,CUST00082,Maysa Gomes,Fiz uma venda de R$ 2887.82 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,COMMENT,WHATSAPP,
INT00000567,TKT000114,2026-01-09 01:48:18,AGENT,AGENT025,Bruno Cunha,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,WHATSAPP,
INT00000568,TKT000114,2026-01-09 14:09:18,CUSTOMER,CUST00082,Maysa Gomes,Excelente atendimento! Problema resolvido.,COMMENT,WHATSAPP,
INT00000569,TKT000115,2025-12-19 15:11:54,CUSTOMER,CUST00211,Yasmin Porto,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,COMMENT,CHAT,
INT00000570,TKT000115,2025-12-20 00:54:38,AGENT,AGENT022,Yasmin Cardoso,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,CHAT,
INT00000571,TKT000115,2025-12-20 21:05:17,CUSTOMER,CUST00211,Yasmin Porto,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,CHAT,
INT00000572,TKT000115,2025-12-21 19:52:57,AGENT,AGENT022,Yasmin Cardoso,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,CHAT,
INT00000573,TKT000115,2025-12-21 22:34:26,CUSTOMER,CUST00211,Yasmin Porto,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00000574,TKT000115,2025-12-22 09:21:12,AGENT,AGENT022,Yasmin Cardoso,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,CHAT,
INT00000575,TKT000115,2025-12-22 13:27:00,CUSTOMER,CUST00211,Yasmin Porto,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00000576,TKT000115,2025-12-23 06:34:41,AGENT,AGENT022,Yasmin Cardoso,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,CHAT,
