interaction_id,ticket_id,interaction_timestamp,author_type,author_id,author_name,message,interaction_type,channel,attachments
INT00000580,TKT000115,2025-11-14 07:51:21,AGENT,AGENT021,Stephanie Walker,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00000581,TKT000115,2025-11-14 19:18:14,CUSTOMER,CUST00133,James Parks,You can cancel. I already solved it another way.,COMMENT,LIVE_CHAT,
INT00000582,TKT000115,2025-11-15 16:57:25,AGENT,AGENT021,Stephanie Walker,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00000583,TKT000115,2025-11-14 13:44:10,AGENT,AGENT021,Stephanie Walker,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00000584,TKT000116,2025-12-06 02:54:22,CUSTOMER,CUST00134,Jessica Ramsey,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,PHONE,
INT00000585,TKT000116,2025-12-06 05:25:22,AGENT,AGENT019,Ashley Lewis,I understand your frustration. I will check this immediately for you.,COMMENT,PHONE,
INT00000586,TKT000117,2025-12-11 04:45:22,CUSTOMER,CUST00196,Justin King,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,PHONE,
INT00000587,TKT000117,2025-12-11 23:18:33,AGENT,AGENT007,Amanda White,I have applied the fix. Could you confirm if it is working now?,COMMENT,PHONE,
INT00000588,TKT000117,2025-12-12 09:14:41,CUSTOMER,CUST00196,Justin King,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PHONE,
INT00000589,TKT000117,2025-12-12 17:12:04,AGENT,AGENT007,Amanda White,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PHONE,
INT00000590,TKT000117,2025-12-13 05:07:44,CUSTOMER,CUST00196,Justin King,Understood. I will wait for the response then.,COMMENT,PHONE,
INT00000591,TKT000117,2025-12-14 01:47:46,AGENT,AGENT007,Amanda White,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00000592,TKT000118,2025-12-14 21:37:22,CUSTOMER,CUST00042,Paula Bradley,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,COMMENT,LIVE_CHAT,
INT00000593,TKT000118,2025-12-15 04:39:52,AGENT,AGENT009,Jessica Brown,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00000594,TKT000119,2025-12-03 21:21:22,CUSTOMER,CUST00067,Lauren Jackson,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,EMAIL,
INT00000595,TKT000119,2025-12-04 01:30:57,AGENT,AGENT001,Sarah Johnson,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00000596,TKT000119,2025-12-04 05:26:08,CUSTOMER,CUST00067,Lauren Jackson,Perfect! It worked now. Thank you very much for the support!,COMMENT,EMAIL,
INT00000597,TKT000119,2025-12-04 13:27:35,AGENT,AGENT001,Sarah Johnson,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00000598,TKT000119,2025-12-05 13:10:24,CUSTOMER,CUST00067,Lauren Jackson,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00000599,TKT000119,2025-12-05 15:08:23,AGENT,AGENT001,Sarah Johnson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00000600,TKT000120,2026-01-04 20:48:22,CUSTOMER,CUST00272,Phillip Wong,I need help configuring and processing mobile payments on the terminal.,COMMENT,CHAT,
INT00000601,TKT000120,2026-01-05 07:24:49,AGENT,AGENT012,James Wilson,The problem is related to your equipment. I will request a replacement.,COMMENT,CHAT,
INT00000602,TKT000120,2026-01-05 12:55:44,CUSTOMER,CUST00272,Phillip Wong,Perfect! It worked now. Thank you very much for the support!,COMMENT,CHAT,
INT00000603,TKT000120,2026-01-06 09:49:39,AGENT,AGENT012,James Wilson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00000604,TKT000120,2026-01-06 16:40:08,CUSTOMER,CUST00272,Phillip Wong,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00000605,TKT000120,2026-01-06 19:08:00,AGENT,AGENT012,James Wilson,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00000606,TKT000120,2026-01-07 02:04:12,CUSTOMER,CUST00272,Phillip Wong,But it has been 3 days since I have had this problem! I need speed!,COMMENT,CHAT,
INT00000607,TKT000120,2026-01-07 09:34:51,AGENT,AGENT012,James Wilson,The problem is related to your equipment. I will request a replacement.,COMMENT,CHAT,
INT00000608,TKT000120,2026-01-05 18:54:22,AGENT,AGENT012,James Wilson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00000609,TKT000121,2025-12-05 07:21:22,CUSTOMER,CUST00267,Lori Mitchell,I have been waiting for 117 minutes to be served. This is unacceptable!,COMMENT,EMAIL,
INT00000610,TKT000121,2025-12-05 17:43:10,AGENT,AGENT016,Brian Jackson,I have applied the fix. Could you confirm if it is working now?,COMMENT,EMAIL,
INT00000611,TKT000121,2025-12-06 09:57:22,CUSTOMER,CUST00267,Lori Mitchell,I cannot follow these instructions. Can you do it remotely?,COMMENT,EMAIL,
INT00000612,TKT000121,2025-12-06 14:46:55,AGENT,AGENT016,Brian Jackson,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00000613,TKT000121,2025-12-06 17:27:15,CUSTOMER,CUST00267,Lori Mitchell,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00000614,TKT000121,2025-12-07 01:59:30,AGENT,AGENT016,Brian Jackson,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,EMAIL,
INT00000615,TKT000121,2025-12-07 06:21:30,CUSTOMER,CUST00267,Lori Mitchell,This does not solve my problem. I want to speak with a supervisor.,COMMENT,EMAIL,
INT00000616,TKT000121,2025-12-08 04:59:38,AGENT,AGENT016,Brian Jackson,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00000617,TKT000121,2025-12-10 13:29:46,AGENT,AGENT016,Brian Jackson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00000618,TKT000122,2026-01-04 17:11:22,CUSTOMER,CUST00068,Benjamin Brown,I am very dissatisfied with the service. I have opened 3 tickets and no one has solved my problem.,COMMENT,PORTAL,
INT00000619,TKT000122,2026-01-05 06:16:25,AGENT,AGENT002,Michael Chen,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PORTAL,
INT00000620,TKT000122,2026-01-06 05:27:54,CUSTOMER,CUST00068,Benjamin Brown,How long will it take? I am losing sales!,COMMENT,PORTAL,
INT00000621,TKT000122,2026-01-06 14:18:01,AGENT,AGENT002,Michael Chen,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PORTAL,
INT00000622,TKT000122,2026-01-06 23:56:42,CUSTOMER,CUST00068,Benjamin Brown,Thank you for the response. I will wait for the solution.,COMMENT,PORTAL,
INT00000623,TKT000123,2025-11-26 20:55:22,CUSTOMER,CUST00025,Thomas Smith,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,EMAIL,
INT00000624,TKT000123,2025-11-27 15:49:29,CUSTOMER,CUST00025,Thomas Smith,Excellent service! Problem solved.,COMMENT,EMAIL,
INT00000625,TKT000123,2025-11-27 20:59:28,CUSTOMER,CUST00025,Thomas Smith,Excellent service! Problem solved.,COMMENT,EMAIL,
INT00000626,TKT000123,2025-11-28 11:58:45,CUSTOMER,CUST00025,Thomas Smith,This does not solve my problem. I want to speak with a supervisor.,COMMENT,EMAIL,
INT00000627,TKT000123,2025-11-29 04:05:04,CUSTOMER,CUST00025,Thomas Smith,This does not solve my problem. I want to speak with a supervisor.,COMMENT,EMAIL,
INT00000628,TKT000123,2025-11-29 04:55:04,CUSTOMER,CUST00025,Thomas Smith,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00000629,TKT000124,2026-01-03 20:08:22,CUSTOMER,CUST00079,Lance Hebert,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,LIVE_CHAT,
INT00000630,TKT000124,2026-01-04 08:22:35,AGENT,AGENT022,Justin Hall,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00000631,TKT000124,2026-01-04 11:32:46,CUSTOMER,CUST00079,Lance Hebert,How long will it take? I am losing sales!,COMMENT,LIVE_CHAT,
INT00000632,TKT000125,2026-01-01 14:17:22,CUSTOMER,CUST00061,Jeremy West,A chargeback of $3084.11 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,LIVE_CHAT,
INT00000633,TKT000125,2026-01-02 03:01:32,AGENT,AGENT007,Amanda White,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00000634,TKT000125,2026-01-03 02:44:57,CUSTOMER,CUST00061,Jeremy West,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,LIVE_CHAT,
INT00000635,TKT000125,2026-01-03 18:09:18,AGENT,AGENT007,Amanda White,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,LIVE_CHAT,
INT00000636,TKT000125,2026-01-06 12:37:10,AGENT,AGENT007,Amanda White,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00000637,TKT000126,2025-10-03 23:06:22,CUSTOMER,CUST00046,Christopher Dixon,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,CHAT,
INT00000638,TKT000126,2025-10-04 00:27:48,AGENT,AGENT017,Nicole Harris,I have applied the fix. Could you confirm if it is working now?,COMMENT,CHAT,
INT00000639,TKT000127,2026-01-02 16:42:22,CUSTOMER,CUST00152,Ryan Green,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,LIVE_CHAT,
INT00000640,TKT000127,2026-01-03 09:34:21,AGENT,AGENT010,Daniel Garcia,I was able to identify the problem. I will forward it to the technical team.,COMMENT,LIVE_CHAT,
INT00000641,TKT000127,2026-01-04 00:11:41,CUSTOMER,CUST00152,Ryan Green,Perfect! It worked now. Thank you very much for the support!,COMMENT,LIVE_CHAT,
INT00000642,TKT000127,2026-01-04 08:52:29,AGENT,AGENT010,Daniel Garcia,I have applied the fix. Could you confirm if it is working now?,COMMENT,LIVE_CHAT,
INT00000643,TKT000127,2026-01-05 08:12:38,CUSTOMER,CUST00152,Ryan Green,Excellent service! Problem solved.,COMMENT,LIVE_CHAT,
INT00000644,TKT000128,2026-01-13 13:06:22,CUSTOMER,CUST00024,Phillip Bennett,I need help configuring and processing mobile payments on the terminal.,COMMENT,CHAT,
INT00000645,TKT000128,2026-01-13 22:18:25,AGENT,AGENT015,Laura Martinez,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,CHAT,
INT00000646,TKT000129,2025-12-23 03:31:22,CUSTOMER,CUST00206,Robert Rodgers,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,PHONE,
INT00000647,TKT000129,2025-12-23 11:07:06,AGENT,AGENT014,Kevin Thomas,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,PHONE,
INT00000648,TKT000130,2026-01-08 23:18:22,CUSTOMER,CUST00082,Casey Hernandez,I made a sale of $2887.82 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,LIVE_CHAT,
INT00000649,TKT000130,2026-01-09 19:03:13,AGENT,AGENT025,Melissa King,I understand your frustration. I will check this immediately for you.,COMMENT,LIVE_CHAT,
INT00000650,TKT000130,2026-01-10 11:59:15,CUSTOMER,CUST00082,Casey Hernandez,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00000651,TKT000130,2026-01-10 22:13:04,AGENT,AGENT025,Melissa King,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00000652,TKT000130,2026-01-11 06:59:42,CUSTOMER,CUST00082,Casey Hernandez,You can cancel. I already solved it another way.,COMMENT,LIVE_CHAT,
INT00000653,TKT000130,2026-01-11 17:30:08,AGENT,AGENT025,Melissa King,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00000654,TKT000131,2025-12-19 15:32:22,CUSTOMER,CUST00211,Matthew Dalton,I need help configuring and processing mobile payments on the terminal.,COMMENT,CHAT,
INT00000655,TKT000131,2025-12-20 13:48:31,AGENT,AGENT022,Justin Hall,The problem is related to your equipment. I will request a replacement.,COMMENT,CHAT,
INT00000656,TKT000132,2025-12-19 18:33:22,CUSTOMER,CUST00049,Carrie Wright,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,EMAIL,
INT00000657,TKT000132,2025-12-20 03:49:28,AGENT,AGENT013,Michelle Anderson,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,EMAIL,
INT00000658,TKT000132,2025-12-20 18:18:15,CUSTOMER,CUST00049,Carrie Wright,You can cancel. I already solved it another way.,COMMENT,EMAIL,
INT00000659,TKT000132,2025-12-21 05:02:51,AGENT,AGENT013,Michelle Anderson,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,EMAIL,
INT00000660,TKT000132,2025-12-22 01:24:25,CUSTOMER,CUST00049,Carrie Wright,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00000661,TKT000133,2025-10-16 12:44:22,CUSTOMER,CUST00241,Matthew Davis,I made a sale of $2509.08 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,LIVE_CHAT,
INT00000662,TKT000133,2025-10-16 19:53:44,AGENT,AGENT002,Michael Chen,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,LIVE_CHAT,
INT00000663,TKT000133,2025-10-17 18:26:11,CUSTOMER,CUST00241,Matthew Davis,But it has been 3 days since I have had this problem! I need speed!,COMMENT,LIVE_CHAT,
INT00000664,TKT000133,2025-10-18 18:19:39,AGENT,AGENT002,Michael Chen,I understand your frustration. I will check this immediately for you.,COMMENT,LIVE_CHAT,
INT00000665,TKT000133,2025-10-18 20:56:02,CUSTOMER,CUST00241,Matthew Davis,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00000666,TKT000133,2025-10-19 11:54:58,AGENT,AGENT002,Michael Chen,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,LIVE_CHAT,
INT00000667,TKT000133,2025-10-19 14:51:08,CUSTOMER,CUST00241,Matthew Davis,Excellent service! Problem solved.,COMMENT,LIVE_CHAT,
INT00000668,TKT000134,2025-10-27 03:43:22,CUSTOMER,CUST00228,Connie Williams,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,LIVE_CHAT,
INT00000669,TKT000134,2025-10-27 06:33:56,AGENT,AGENT016,Brian Jackson,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00000670,TKT000134,2025-10-27 18:53:41,CUSTOMER,CUST00228,Connie Williams,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00000671,TKT000134,2025-10-28 11:05:09,AGENT,AGENT016,Brian Jackson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,LIVE_CHAT,
INT00000672,TKT000134,2025-10-28 16:33:53,CUSTOMER,CUST00228,Connie Williams,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00000673,TKT000134,2025-10-29 06:01:38,AGENT,AGENT016,Brian Jackson,I understand your frustration. I will check this immediately for you.,COMMENT,LIVE_CHAT,
INT00000674,TKT000135,2025-10-28 22:08:22,CUSTOMER,CUST00047,Sonia Day,I made sales on 10/23/2025 totaling $5842.16 and the amount was not credited to my account.,COMMENT,CHAT,
INT00000675,TKT000135,2025-10-29 18:45:48,AGENT,AGENT011,Maria Lopez,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00000676,TKT000135,2025-10-30 03:30:10,CUSTOMER,CUST00047,Sonia Day,Understood. I will wait for the response then.,COMMENT,CHAT,
INT00000677,TKT000135,2025-11-03 16:52:46,AGENT,AGENT011,Maria Lopez,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00000678,TKT000136,2026-01-13 05:55:22,CUSTOMER,CUST00114,Angie Grimes,I need help configuring and processing mobile payments on the terminal.,COMMENT,PHONE,
INT00000679,TKT000136,2026-01-14 03:45:38,AGENT,AGENT017,Nicole Harris,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PHONE,
INT00000680,TKT000136,2026-01-14 04:26:21,CUSTOMER,CUST00114,Angie Grimes,This does not solve my problem. I want to speak with a supervisor.,COMMENT,PHONE,
INT00000681,TKT000136,2026-01-14 23:19:15,AGENT,AGENT017,Nicole Harris,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PHONE,
INT00000682,TKT000136,2026-01-15 06:29:08,CUSTOMER,CUST00114,Angie Grimes,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00000683,TKT000136,2026-01-18 04:01:22,AGENT,AGENT017,Nicole Harris,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00000684,TKT000137,2026-01-08 22:36:22,CUSTOMER,CUST00210,Kara Brown,A chargeback of $691.65 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,LIVE_CHAT,
INT00000685,TKT000137,2026-01-09 18:48:37,AGENT,AGENT007,Amanda White,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,LIVE_CHAT,
INT00000686,TKT000137,2026-01-10 11:07:59,CUSTOMER,CUST00210,Kara Brown,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00000687,TKT000137,2026-01-11 08:47:14,AGENT,AGENT007,Amanda White,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,LIVE_CHAT,
INT00000688,TKT000137,2026-01-11 07:42:22,AGENT,AGENT007,Amanda White,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00000689,TKT000138,2026-01-07 02:48:22,CUSTOMER,CUST00259,Jessica Cobb,I am very dissatisfied with the service. I have opened 2 tickets and no one has solved my problem.,COMMENT,PORTAL,
INT00000690,TKT000138,2026-01-07 03:40:15,AGENT,AGENT019,Ashley Lewis,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PORTAL,
INT00000691,TKT000139,2025-12-23 22:10:22,CUSTOMER,CUST00054,Taylor Hernandez,I have been waiting for 71 minutes to be served. This is unacceptable!,COMMENT,CHAT,
INT00000692,TKT000139,2025-12-24 07:28:16,AGENT,AGENT020,Matthew Robinson,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00000693,TKT000139,2025-12-25 03:14:31,CUSTOMER,CUST00054,Taylor Hernandez,Excellent service! Problem solved.,COMMENT,CHAT,
INT00000694,TKT000139,2025-12-25 11:12:09,AGENT,AGENT020,Matthew Robinson,I was able to identify the problem. I will forward it to the technical team.,COMMENT,CHAT,
INT00000695,TKT000139,2025-12-26 10:14:34,CUSTOMER,CUST00054,Taylor Hernandez,How long will it take? I am losing sales!,COMMENT,CHAT,
INT00000696,TKT000139,2025-12-26 16:25:33,AGENT,AGENT020,Matthew Robinson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00000697,TKT000139,2025-12-26 21:27:12,CUSTOMER,CUST00054,Taylor Hernandez,How long will it take? I am losing sales!,COMMENT,CHAT,
INT00000698,TKT000139,2025-12-27 17:25:27,AGENT,AGENT020,Matthew Robinson,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00000699,TKT000140,2026-01-06 22:04:22,CUSTOMER,CUST00069,Bryan Cole,I have been waiting for 95 minutes to be served. This is unacceptable!,COMMENT,PHONE,
INT00000700,TKT000140,2026-01-07 01:36:04,AGENT,AGENT011,Maria Lopez,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PHONE,
INT00000701,TKT000140,2026-01-08 01:04:08,CUSTOMER,CUST00069,Bryan Cole,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,PHONE,
INT00000702,TKT000140,2026-01-08 11:02:32,AGENT,AGENT011,Maria Lopez,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PHONE,
INT00000703,TKT000140,2026-01-08 23:41:54,CUSTOMER,CUST00069,Bryan Cole,How long will it take? I am losing sales!,COMMENT,PHONE,
INT00000704,TKT000141,2025-09-27 13:03:22,CUSTOMER,CUST00177,Lori Cameron,I need help configuring and processing mobile payments on the terminal.,COMMENT,PORTAL,
INT00000705,TKT000141,2025-09-27 15:53:46,AGENT,AGENT018,Ryan Clark,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PORTAL,
INT00000706,TKT000141,2025-09-28 04:14:46,CUSTOMER,CUST00177,Lori Cameron,Excellent service! Problem solved.,COMMENT,PORTAL,
INT00000707,TKT000141,2025-10-02 00:14:10,AGENT,AGENT018,Ryan Clark,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PORTAL,
INT00000708,TKT000142,2025-12-12 17:24:22,CUSTOMER,CUST00007,Veronica Ferguson,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,COMMENT,CHAT,
INT00000709,TKT000142,2025-12-13 03:07:06,CUSTOMER,CUST00007,Veronica Ferguson,I cannot follow these instructions. Can you do it remotely?,COMMENT,CHAT,
INT00000710,TKT000142,2025-12-13 23:17:45,CUSTOMER,CUST00007,Veronica Ferguson,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00000711,TKT000142,2025-12-14 22:05:25,CUSTOMER,CUST00007,Veronica Ferguson,Perfect! It worked now. Thank you very much for the support!,COMMENT,CHAT,
INT00000712,TKT000142,2025-12-15 00:46:54,CUSTOMER,CUST00007,Veronica Ferguson,Thank you for the response. I will wait for the solution.,COMMENT,CHAT,
INT00000713,TKT000142,2025-12-15 11:33:40,CUSTOMER,CUST00007,Veronica Ferguson,Excellent service! Problem solved.,COMMENT,CHAT,
INT00000714,TKT000142,2025-12-15 15:39:28,CUSTOMER,CUST00007,Veronica Ferguson,Excellent service! Problem solved.,COMMENT,CHAT,
INT00000715,TKT000142,2025-12-16 08:47:09,CUSTOMER,CUST00007,Veronica Ferguson,But it has been 3 days since I have had this problem! I need speed!,COMMENT,CHAT,
INT00000716,TKT000143,2025-11-21 08:35:22,CUSTOMER,CUST00032,David Johnson,I made a sale of $2751.74 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,PORTAL,
INT00000717,TKT000143,2025-11-21 18:04:33,AGENT,AGENT020,Matthew Robinson,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PORTAL,
INT00000718,TKT000143,2025-11-22 17:41:10,CUSTOMER,CUST00032,David Johnson,This does not solve my problem. I want to speak with a supervisor.,COMMENT,PORTAL,
INT00000719,TKT000143,2025-11-22 22:34:12,AGENT,AGENT020,Matthew Robinson,I have applied the fix. Could you confirm if it is working now?,COMMENT,PORTAL,
INT00000720,TKT000143,2025-11-23 06:02:52,CUSTOMER,CUST00032,David Johnson,You can cancel. I already solved it another way.,COMMENT,PORTAL,
INT00000721,TKT000143,2025-11-24 02:17:55,AGENT,AGENT020,Matthew Robinson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PORTAL,
INT00000722,TKT000144,2025-11-20 15:49:22,CUSTOMER,CUST00148,Charles Matthews,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,CHAT,
INT00000723,TKT000144,2025-11-20 22:26:38,AGENT,AGENT022,Justin Hall,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,CHAT,
INT00000724,TKT000144,2025-11-21 05:24:20,CUSTOMER,CUST00148,Charles Matthews,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00000725,TKT000144,2025-11-21 20:39:01,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00000726,TKT000144,2025-11-22 17:31:24,CUSTOMER,CUST00148,Charles Matthews,But it has been 3 days since I have had this problem! I need speed!,COMMENT,CHAT,
INT00000727,TKT000144,2025-11-23 04:48:47,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00000728,TKT000144,2025-11-23 08:11:46,CUSTOMER,CUST00148,Charles Matthews,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00000729,TKT000144,2025-11-23 15:20:02,AGENT,AGENT022,Justin Hall,I was able to identify the problem. I will forward it to the technical team.,COMMENT,CHAT,
INT00000730,TKT000145,2025-10-20 21:03:22,CUSTOMER,CUST00227,Elizabeth Cross,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,CHAT,
INT00000731,TKT000145,2025-10-20 23:22:28,AGENT,AGENT018,Ryan Clark,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,CHAT,
INT00000732,TKT000146,2026-01-05 12:01:22,CUSTOMER,CUST00039,Brent Rodgers,I am very dissatisfied with the service. I have opened 2 tickets and no one has solved my problem.,COMMENT,EMAIL,
INT00000733,TKT000146,2026-01-05 17:24:36,AGENT,AGENT018,Ryan Clark,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00000734,TKT000146,2026-01-06 05:26:58,CUSTOMER,CUST00039,Brent Rodgers,Thank you for the response. I will wait for the solution.,COMMENT,EMAIL,
INT00000735,TKT000146,2026-01-06 15:40:21,AGENT,AGENT018,Ryan Clark,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00000736,TKT000146,2026-01-07 14:42:50,CUSTOMER,CUST00039,Brent Rodgers,But it has been 3 days since I have had this problem! I need speed!,COMMENT,EMAIL,
INT00000737,TKT000146,2026-01-07 20:09:21,AGENT,AGENT018,Ryan Clark,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00000738,TKT000146,2026-01-08 05:28:28,CUSTOMER,CUST00039,Brent Rodgers,This does not solve my problem. I want to speak with a supervisor.,COMMENT,EMAIL,
INT00000739,TKT000146,2026-01-08 20:51:46,AGENT,AGENT018,Ryan Clark,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00000740,TKT000147,2026-01-12 07:10:22,CUSTOMER,CUST00080,George Phillips,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,PORTAL,
INT00000741,TKT000147,2026-01-12 11:27:31,AGENT,AGENT022,Justin Hall,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,PORTAL,
INT00000742,TKT000147,2026-01-12 12:11:49,CUSTOMER,CUST00080,George Phillips,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,PORTAL,
INT00000743,TKT000147,2026-01-13 04:11:57,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PORTAL,
INT00000744,TKT000147,2026-01-14 00:47:13,CUSTOMER,CUST00080,George Phillips,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PORTAL,
INT00000745,TKT000147,2026-01-15 00:13:16,AGENT,AGENT022,Justin Hall,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PORTAL,
INT00000746,TKT000147,2026-01-15 12:05:35,CUSTOMER,CUST00080,George Phillips,Excellent service! Problem solved.,COMMENT,PORTAL,
INT00000747,TKT000147,2026-01-16 02:41:34,AGENT,AGENT022,Justin Hall,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,PORTAL,
INT00000748,TKT000147,2026-01-15 17:50:34,AGENT,AGENT022,Justin Hall,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PORTAL,
INT00000749,TKT000148,2025-10-31 12:22:22,CUSTOMER,CUST00035,Robin Hall,I am very dissatisfied with the service. I have opened 5 tickets and no one has solved my problem.,COMMENT,CHAT,
INT00000750,TKT000148,2025-11-01 01:08:01,CUSTOMER,CUST00035,Robin Hall,I cannot follow these instructions. Can you do it remotely?,COMMENT,CHAT,
