customer_id,company_id,customer_name,email,ssn,birth_date,phone,role,created_at
CUST00191,COMP00085,Amanda Armstrong,jacksonsandra@example.net,444-89-3147,1999-04-29,+1-890-441-3797x723,IT_MANAGER,2024-11-11 00:00:00
CUST00192,COMP00049,Samantha White,gary57@example.net,257-30-3962,1984-04-01,866.421.0388,IT_MANAGER,2025-04-05 00:00:00
CUST00193,COMP00022,Cassandra Valenzuela,richamanda@example.org,838-66-1715,1963-11-09,+1-829-780-6865x08637,FINANCIAL,2023-10-05 00:00:00
CUST00194,COMP00047,Natalie Juarez,colemanjonathan@example.org,792-40-8277,1997-05-08,349-286-4300,IT_MANAGER,2022-09-21 00:00:00
CUST00195,COMP00037,Daniel Brock,jcox@example.com,870-67-4833,1986-10-02,948-469-5946x368,IT_MANAGER,2025-11-03 00:00:00
CUST00196,COMP00031,Justin King,becky62@example.net,416-70-4178,1964-12-01,272.413.8658,OPERATOR,2023-06-29 00:00:00
CUST00197,COMP00087,Mark Brock,thomasburke@example.org,684-66-8564,1962-08-30,651.290.6698,OPERATOR,2022-11-12 00:00:00
CUST00198,COMP00100,Samantha Bowman,qsmith@example.net,491-74-9641,1971-10-06,5982839205,FINANCIAL,2022-06-06 00:00:00
CUST00199,COMP00021,Angie Hill,zgomez@example.com,936-35-3267,1984-01-25,901.818.4895x54393,OPERATOR,2025-05-17 00:00:00
CUST00200,COMP00007,Debbie Russell,hansenwesley@example.com,756-71-7081,1998-11-12,248.994.7697x35779,IT_MANAGER,2024-06-10 00:00:00
CUST00201,COMP00014,Austin Schultz,ericahall@example.com,828-76-3042,1976-12-11,(488)904-3416x518,OPERATOR,2022-05-05 00:00:00
CUST00202,COMP00011,Daniel Berry,staceyvega@example.org,881-30-5469,1980-06-30,733.443.3339,FINANCIAL,2022-06-02 00:00:00
CUST00203,COMP00066,Barbara Miller,waustin@example.net,250-65-2502,1999-04-25,459.257.9472x8463,MANAGER,2025-08-18 00:00:00
CUST00204,COMP00058,Jenny Ayers,shawphillip@example.net,457-13-7797,1991-11-06,718.675.0036x915,OWNER,2025-10-17 00:00:00
CUST00205,COMP00051,Dennis Adams,michael76@example.org,614-57-4862,1977-03-21,001-855-864-7292x93143,FINANCIAL,2025-04-28 00:00:00
CUST00206,COMP00011,Robert Rodgers,lshaffer@example.com,483-38-1461,1980-07-08,+1-288-557-4489x0612,OPERATOR,2022-06-02 00:00:00
CUST00207,COMP00013,Karen Soto,qgarner@example.com,959-93-6493,1974-10-22,+1-445-606-1593,MANAGER,2025-11-17 00:00:00
CUST00208,COMP00018,Michael Freeman,ypreston@example.net,139-46-8740,1971-10-13,+1-722-756-9961x1253,MANAGER,2024-10-30 00:00:00
CUST00209,COMP00098,Michelle Jacobs,cnelson@example.com,822-70-8349,1990-09-13,376.322.0234x13261,IT_MANAGER,2022-08-08 00:00:00
CUST00210,COMP00001,Kara Brown,fwarren@example.org,181-12-5193,1970-10-18,(416)443-3472,MANAGER,2024-02-24 00:00:00
CUST00211,COMP00020,Matthew Dalton,michelle78@example.com,661-87-9647,1982-07-12,(682)799-7968,FINANCIAL,2025-05-02 00:00:00
CUST00212,COMP00015,Mr. Brandon Parker,tgreen@example.org,894-46-4893,1960-01-15,001-525-247-8077x40649,OPERATOR,2024-04-20 00:00:00
CUST00213,COMP00016,Chelsea Khan,kfoster@example.net,148-40-7878,1990-04-05,(863)541-6389x4484,IT_MANAGER,2021-10-22 00:00:00
CUST00214,COMP00059,Catherine Roberts,rwilliamson@example.net,164-24-9189,1985-07-27,650.620.8021,IT_MANAGER,2021-03-15 00:00:00
CUST00215,COMP00069,Jeffrey Smith,hernandeztristan@example.com,116-90-9443,1977-04-07,457.505.1204x6187,IT_MANAGER,2022-10-19 00:00:00
CUST00216,COMP00031,Danielle James,martinezkayla@example.org,835-28-5772,1975-10-24,430.237.1837x645,FINANCIAL,2023-06-29 00:00:00
CUST00217,COMP00001,Krista Martinez,mlittle@example.com,729-55-4941,1996-06-04,+1-231-936-5024x91630,IT_MANAGER,2024-02-24 00:00:00
CUST00218,COMP00054,Brittney Townsend,ericdavis@example.net,291-95-2402,1973-11-29,001-500-252-8127x35857,IT_MANAGER,2023-05-11 00:00:00
CUST00219,COMP00047,Heather Taylor,washingtonsamuel@example.com,169-77-9914,1982-04-15,439.928.5574x9821,IT_MANAGER,2022-09-21 00:00:00
CUST00220,COMP00065,Dennis Richardson,parsonswilliam@example.net,667-12-7397,1967-08-23,5959935186,FINANCIAL,2024-04-23 00:00:00
CUST00221,COMP00006,Brittany Campbell,hdavidson@example.org,750-59-7116,1981-06-27,302-220-3173,OPERATOR,2024-12-31 00:00:00
CUST00222,COMP00096,Sara Barrett,brandon39@example.net,116-55-2106,1962-12-10,271.670.5865,OPERATOR,2023-07-21 00:00:00
CUST00223,COMP00031,Morgan Davenport,blackburnsusan@example.org,850-94-2698,1964-03-08,886.333.8392,IT_MANAGER,2023-06-29 00:00:00
CUST00224,COMP00095,Laura Craig,kandrade@example.org,874-52-3185,1982-08-02,552.589.7558x55665,OWNER,2021-07-13 00:00:00
CUST00225,COMP00046,Joshua Garner,suzanne76@example.org,659-53-3868,1989-10-25,490-382-4043x3504,FINANCIAL,2022-12-27 00:00:00
CUST00226,COMP00090,Henry Taylor,pamela33@example.com,590-90-3986,1993-04-16,996-393-1572,MANAGER,2022-12-11 00:00:00
CUST00227,COMP00009,Elizabeth Cross,dmiller@example.com,833-68-1605,1974-04-20,(461)739-0604x80589,OPERATOR,2022-09-30 00:00:00
CUST00228,COMP00026,Connie Williams,wmaddox@example.net,144-35-1686,1983-08-16,936-246-2251,OPERATOR,2023-12-08 00:00:00
CUST00229,COMP00040,Deborah Ross,iayala@example.org,627-60-9897,1979-10-03,576.393.8983,FINANCIAL,2022-12-12 00:00:00
CUST00230,COMP00033,Jeffrey Cohen,rodriguezrobert@example.com,137-92-4131,1974-04-26,559-704-2597x92703,OPERATOR,2023-08-25 00:00:00
CUST00231,COMP00046,Nicholas Miller,sanchezchristine@example.org,982-16-6438,1995-08-28,605-914-7705x3833,OPERATOR,2022-12-27 00:00:00
CUST00232,COMP00016,Wendy Neal,bennettrebecca@example.net,918-57-8159,1961-10-26,(304)839-4070,FINANCIAL,2021-10-22 00:00:00
CUST00233,COMP00096,Mary Durham,michelle04@example.net,550-59-6554,1975-11-19,(281)257-9812x3878,MANAGER,2023-07-21 00:00:00
CUST00234,COMP00064,Joseph Cook,bgarner@example.com,808-73-7018,1988-02-04,(443)784-0460x843,IT_MANAGER,2024-07-13 00:00:00
CUST00235,COMP00035,Mary Miller,rmeyer@example.net,920-20-7955,1995-10-26,+1-436-539-2649x57823,OWNER,2022-06-28 00:00:00
CUST00236,COMP00056,Ellen Thornton,russellstout@example.org,716-33-9937,1986-12-10,001-425-218-8125,OPERATOR,2023-03-24 00:00:00
CUST00237,COMP00042,Sheryl Gutierrez,vturner@example.net,205-20-6372,1998-04-20,523-512-2099x499,OPERATOR,2023-11-23 00:00:00
CUST00238,COMP00040,Alexander Miller,manderson@example.com,556-87-7981,1989-03-25,(626)877-2233x060,MANAGER,2022-12-12 00:00:00
CUST00239,COMP00089,Michael Harris,carlho@example.com,554-54-8325,1995-08-04,257.336.6096x5699,OWNER,2025-04-23 00:00:00
CUST00240,COMP00094,Ronald Williams,aprilfoster@example.net,990-55-8126,1961-08-23,(280)434-7644x7264,OPERATOR,2022-09-06 00:00:00
CUST00241,COMP00082,Matthew Davis,whitebrenda@example.net,910-17-2229,1982-06-09,(465)370-2793x7145,FINANCIAL,2021-06-19 00:00:00
CUST00242,COMP00047,Michael Walters,millspatrick@example.net,625-96-3621,1985-02-17,(468)460-2592,OWNER,2022-09-21 00:00:00
CUST00243,COMP00019,Michael Barnes,jessica74@example.net,969-87-8179,1967-06-12,(230)994-0777,OWNER,2022-12-16 00:00:00
CUST00244,COMP00017,Kevin Alvarez,mramos@example.net,168-40-7001,1960-04-21,+1-749-283-0220,OPERATOR,2025-07-30 00:00:00
CUST00245,COMP00050,Andrew Lane,mark10@example.org,680-14-3513,1977-02-17,(724)299-9827,FINANCIAL,2023-03-13 00:00:00
CUST00246,COMP00048,Edwin Richardson,wwilkins@example.com,480-66-2259,1994-08-12,547-521-4586,IT_MANAGER,2024-04-26 00:00:00
CUST00247,COMP00018,Ashley Blair,webbhaley@example.net,642-56-7521,1971-10-23,+1-954-989-9529x978,OPERATOR,2024-10-30 00:00:00
CUST00248,COMP00084,Sophia Hall,tiffany01@example.org,385-41-2858,1979-02-05,539-266-0558,OWNER,2025-05-11 00:00:00
CUST00249,COMP00095,Melissa King,parkerwilliam@example.com,290-73-9482,1991-06-27,755-769-9023,FINANCIAL,2021-07-13 00:00:00
CUST00250,COMP00072,Karen Wells,brewertimothy@example.net,220-43-5264,1978-12-03,+1-257-560-8495,FINANCIAL,2021-08-16 00:00:00
CUST00251,COMP00028,Evelyn Hendricks,carl24@example.org,726-46-9047,1973-12-10,(882)399-6291x4504,MANAGER,2024-05-11 00:00:00
CUST00252,COMP00016,David Hayes DVM,aliciathompson@example.com,238-19-8406,1992-03-21,001-731-478-0782x35784,MANAGER,2021-10-22 00:00:00
CUST00253,COMP00092,Annette Hendrix,jamiejohnson@example.com,555-21-6236,1989-04-19,610.540.9157x01840,OPERATOR,2022-08-10 00:00:00
CUST00254,COMP00091,Corey Hill,kendra14@example.org,166-80-9882,1966-06-29,709-688-1385,OPERATOR,2022-05-07 00:00:00
CUST00255,COMP00039,Michael Campbell,georgecollins@example.com,971-30-3852,1982-03-14,8208701601,OPERATOR,2025-10-09 00:00:00
CUST00256,COMP00066,Kyle Watkins,tjensen@example.com,329-25-4292,1993-07-21,001-981-579-2171x747,MANAGER,2025-08-18 00:00:00
CUST00257,COMP00031,Briana Huang,roberta62@example.net,909-73-1430,1997-08-23,457-370-1715x77245,OPERATOR,2023-06-29 00:00:00
CUST00258,COMP00071,Miguel Rodriguez,sparksamanda@example.com,686-57-8657,1984-03-31,593.882.7615,IT_MANAGER,2024-04-16 00:00:00
CUST00259,COMP00017,Jessica Cobb,gilbertcaldwell@example.net,726-21-2077,1998-03-15,001-971-499-7581,OPERATOR,2025-07-30 00:00:00
CUST00260,COMP00051,Jared George,pmurphy@example.net,834-71-9612,1962-07-22,829.902.2784,FINANCIAL,2025-04-28 00:00:00
CUST00261,COMP00099,Michael Stewart,samantha65@example.org,519-83-2208,1983-12-05,+1-386-624-0580x085,MANAGER,2025-06-14 00:00:00
CUST00262,COMP00041,Cynthia Park,tgarrett@example.com,757-19-8372,1976-09-06,(483)227-2386x56242,FINANCIAL,2021-07-22 00:00:00
CUST00263,COMP00088,Alan Griffith,ibarrett@example.org,629-54-3102,1965-08-30,(479)869-2786x87653,IT_MANAGER,2021-12-13 00:00:00
CUST00264,COMP00082,Laura Bradford,jenniferadams@example.net,701-33-3114,1983-09-01,4096751971,FINANCIAL,2021-06-19 00:00:00
CUST00265,COMP00065,Blake Wu,sanchezcrystal@example.net,989-17-3034,1999-06-01,989-949-0580,IT_MANAGER,2024-04-23 00:00:00
CUST00266,COMP00020,Julie Gross,zgomez@example.com,411-31-3653,1971-11-23,2946940792,OPERATOR,2025-05-02 00:00:00
CUST00267,COMP00091,Lori Mitchell,martinezchase@example.com,330-54-9501,1970-05-15,+1-444-640-1929x275,OPERATOR,2022-05-07 00:00:00
CUST00268,COMP00011,Cynthia White,cooperchristopher@example.org,356-35-5496,1984-06-14,(776)263-7239,MANAGER,2022-06-02 00:00:00
CUST00269,COMP00081,Nicole Wilson,stevenalvarez@example.com,410-88-9740,1990-08-18,001-783-266-7428x60476,OWNER,2025-06-12 00:00:00
CUST00270,COMP00065,Joseph Gomez,pbishop@example.com,756-31-3526,1973-10-08,714-296-7393x852,MANAGER,2024-04-23 00:00:00
CUST00271,COMP00085,Sandra Smith,foxgina@example.com,739-87-6531,1969-01-11,343-400-9109x3911,IT_MANAGER,2024-11-11 00:00:00
CUST00272,COMP00006,Phillip Wong,pauladominguez@example.com,945-13-2330,1972-02-11,+1-217-646-5421x40665,OWNER,2024-12-31 00:00:00
CUST00273,COMP00083,Deborah Alexander,mkrause@example.net,889-83-5336,1976-02-19,+1-371-328-6391x7410,MANAGER,2021-09-22 00:00:00
CUST00274,COMP00099,Danielle Griffin,ohernandez@example.org,685-63-1496,1998-04-15,+1-564-225-6908x77661,FINANCIAL,2025-06-14 00:00:00
CUST00275,COMP00081,Michael Chan,bradleysavannah@example.com,658-47-5949,1973-09-15,260-815-8517x4328,FINANCIAL,2025-06-12 00:00:00
CUST00276,COMP00032,Elizabeth Price,mccoymichael@example.org,924-97-7653,1996-04-30,632.903.0937x618,OPERATOR,2025-02-27 00:00:00
CUST00277,COMP00059,Sandra Cole,johnsonbrian@example.net,174-98-1981,1961-10-16,238-478-2931,MANAGER,2021-03-15 00:00:00
CUST00278,COMP00057,Alec Meadows DDS,jacquelineanderson@example.org,525-71-8609,1985-12-22,317-592-9111x7993,MANAGER,2024-11-13 00:00:00
CUST00279,COMP00044,Robert Hendrix,rnguyen@example.net,721-28-6121,1982-06-02,430-992-5114x26258,OPERATOR,2022-08-09 00:00:00
CUST00280,COMP00094,Kevin Anderson,bstrickland@example.com,981-54-7532,1963-05-06,4216946723,MANAGER,2022-09-06 00:00:00
CUST00281,COMP00098,Jennifer Hurley,carlsonjennifer@example.net,479-75-2739,1998-12-31,+1-545-960-8331x8195,OPERATOR,2022-08-08 00:00:00
CUST00282,COMP00031,Mary Hill,danielhernandez@example.com,577-25-5382,1980-06-07,(900)254-3645,FINANCIAL,2023-06-29 00:00:00
CUST00283,COMP00032,Anthony Medina,kristenwashington@example.org,244-22-1829,1962-12-10,379.795.6353,OPERATOR,2025-02-27 00:00:00
CUST00284,COMP00050,David Gutierrez,nicholaswalker@example.com,984-88-7850,1984-01-10,4629397265,MANAGER,2023-03-13 00:00:00
CUST00285,COMP00021,Lynn Cantrell,matthewjohnson@example.net,933-51-6123,1962-06-25,(417)476-2534,MANAGER,2025-05-17 00:00:00
CUST00286,COMP00098,Kristen Hall,fvincent@example.org,263-73-9433,1984-04-16,240.863.3569x392,FINANCIAL,2022-08-08 00:00:00
CUST00287,COMP00064,Amanda Ruiz,simmonsphillip@example.net,415-73-1379,1993-09-16,373.218.0632x543,OWNER,2024-07-13 00:00:00
CUST00288,COMP00051,Eric Warner,braysteven@example.org,617-68-4944,1995-11-18,(525)370-1658x0464,MANAGER,2025-04-28 00:00:00
CUST00289,COMP00075,Gabriela Randolph,pamela16@example.com,461-16-1828,1979-02-12,7555281832,OPERATOR,2025-06-24 00:00:00
CUST00290,COMP00064,Mariah Mclaughlin,karenhodges@example.com,711-93-8710,1974-07-01,386-940-1557x788,OPERATOR,2024-07-13 00:00:00
CUST00291,COMP00069,Meghan Patel,shannon51@example.org,108-23-8060,1996-08-09,911.462.4112x412,MANAGER,2022-10-19 00:00:00
CUST00292,COMP00034,Kelly Burton,robert82@example.com,844-56-7606,1974-04-02,704.931.0385x695,OPERATOR,2021-07-06 00:00:00
CUST00293,COMP00006,Melissa Wilkinson,kellis@example.org,510-16-4189,1996-11-12,424-637-5402x5472,OPERATOR,2024-12-31 00:00:00
CUST00294,COMP00071,Christopher Erickson,evanwilson@example.com,395-19-7329,1983-08-05,445.623.8055x257,IT_MANAGER,2024-04-16 00:00:00
CUST00295,COMP00058,Alexander Velazquez,staciereilly@example.org,882-80-5582,1960-03-18,001-988-254-7492x9751,IT_MANAGER,2025-10-17 00:00:00
CUST00296,COMP00088,Juan Parker,owilliamson@example.com,725-25-3108,1974-09-09,809-539-8343x01871,OWNER,2021-12-13 00:00:00
CUST00297,COMP00051,Larry Hunt Jr.,raymond65@example.com,482-53-6990,1975-04-28,855-847-8137x6742,MANAGER,2025-04-28 00:00:00
CUST00298,COMP00026,Kevin Miller,kevinmcneil@example.net,716-75-7576,2000-06-27,996-410-6462,IT_MANAGER,2023-12-08 00:00:00
CUST00299,COMP00006,Ronnie Roberts,twilliams@example.net,146-14-3245,1972-06-30,+1-373-600-2447,OPERATOR,2024-12-31 00:00:00
CUST00300,COMP00061,John Watts,anthonyhubbard@example.com,631-68-3440,2000-10-21,395-797-9647,IT_MANAGER,2024-04-29 00:00:00
